Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
200501QK50436,1,1,2,1,-1,-1,3,0,0,0,3,-1,11,-1
200501QK50438,1,1,3,1,-1,-1,3,1,3,0,0,-1,0,-1
200501QK50439,1,1,1,2,23,5,2,0,0,0,0,-1,9,1
200501QK50440,2,1,1,1,12,3,3,0,0,0,0,-1,1,1
200501QK50441,1,1,1,2,29,6,3,0,0,0,0,-1,9,1
200501QK50442,2,1,1,1,28,6,3,0,0,0,0,-1,9,-1
200501QK50443,1,1,1,1,43,7,3,0,0,0,0,-1,9,-1
200501QK50444,1,1,3,2,48,8,3,5,9,0,0,-1,0,1
200501QK50445,1,1,1,1,62,9,3,0,0,0,0,-1,9,-1
200501QK50446,1,1,1,1,39,7,2,0,0,0,0,-1,9,1
200501QK50447,2,1,1,1,-1,-1,3,0,0,0,0,-1,5,-1
200501QK50448,1,1,1,1,27,6,2,0,0,0,0,-1,3,1
200501QK50449,1,1,1,1,18,4,3,0,0,0,0,-1,9,1
200501QK50449,2,2,1,1,18,4,3,0,0,0,0,-1,9,-1
200501QK50450,1,1,1,2,51,8,3,0,0,0,0,-1,9,1
200501QK50451,1,1,3,2,2,1,3,5,1,0,0,-1,0,1
200501QK50452,1,1,1,1,65,9,3,0,0,0,0,-1,9,1
200501QK50453,1,1,1,1,33,6,3,0,0,0,0,-1,5,1
200501QK50454,2,1,1,1,11,3,3,0,0,0,0,-1,1,1
200501QK50455,1,1,1,1,22,5,3,0,0,0,0,-1,9,1
200501QK50456,2,1,1,2,26,6,3,0,0,0,0,-1,1,1
200501QK50457,1,1,1,1,43,7,2,0,0,0,0,-1,9,1
200501QK50457,2,2,1,2,28,6,3,0,0,0,0,-1,9,1
200501QK50458,1,1,1,1,39,7,3,0,0,0,0,-1,9,1
200501QK50458,2,2,2,2,-1,-1,3,0,0,0,4,-1,11,1
200501QK50459,1,1,2,2,-1,-1,3,0,0,0,4,-1,11,1
200501QK50460,2,1,1,1,38,7,3,0,0,0,0,-1,1,1
200501QK50461,1,1,1,1,39,7,3,0,0,0,0,-1,9,1
200501QK50462,1,1,3,2,42,7,3,9,9,0,0,-1,0,1
200501QK50463,2,1,1,1,26,6,2,0,0,0,0,-1,3,1
200501QK50464,1,1,3,1,28,6,3,1,3,0,0,-1,0,1
200501QK50465,1,1,1,1,19,4,3,0,0,0,0,-1,9,1
200501QK50465,1,2,2,1,-1,-1,3,0,0,1,0,-1,9,-1
200501QK50466,1,1,1,1,42,7,3,0,0,0,0,-1,9,1
200501QK50467,1,1,3,2,8,2,3,5,2,0,0,-1,0,-1
200501QK50468,1,1,1,1,57,9,3,0,0,0,0,-1,9,1
200501QK50469,1,1,1,1,-1,-1,3,0,0,0,0,-1,3,1
200501QK50470,1,1,3,1,30,6,3,9,9,0,0,-1,0,1
200501QK50471,1,1,1,1,59,9,3,0,0,0,0,-1,5,-1
200501QK50471,1,2,2,2,-1,-1,3,0,0,0,0,-1,5,-1
200501QK50472,2,1,1,1,54,8,3,0,0,0,0,-1,4,1
200501QK50473,2,1,1,1,38,7,3,0,0,0,0,-1,1,1
200501QK50474,2,1,2,2,10,2,3,0,0,1,0,-1,9,1
200501QK50475,1,1,2,2,30,6,3,0,0,1,0,-1,9,1
200501QK50475,1,2,1,1,34,6,3,0,0,0,0,-1,9,1
200501QK50476,1,1,2,2,44,7,2,0,0,1,0,-1,9,-1
200501QK50477,1,1,1,1,23,5,3,0,0,0,0,-1,9,1
200501QK50478,2,1,1,2,35,6,2,0,0,0,0,-1,9,1
200501QK50479,1,1,2,2,47,8,3,0,0,2,0,-1,9,-1
200501QK50480,1,2,1,1,32,6,3,0,0,0,0,-1,9,1
200501QK50480,2,1,1,1,28,6,3,0,0,0,0,-1,9,-1
200501QK50481,2,1,2,2,54,8,3,0,0,1,0,-1,9,1
200501QK50482,1,1,2,1,25,5,3,0,0,0,0,-1,19,1
200501QK50482,1,2,2,1,20,4,3,0,0,0,0,-1,19,1
200501QK50483,1,1,1,1,46,8,3,0,0,0,0,-1,9,-1
200501QK50484,1,1,1,1,30,6,3,0,0,0,0,-1,3,1
200501QK50485,1,1,1,1,27,6,3,0,0,0,0,-1,9,1
200501QK50485,1,2,2,1,27,6,3,0,0,1,0,-1,9,1
200501QK50486,1,1,1,2,47,8,3,0,0,0,0,-1,9,1
200501QK50487,1,1,1,1,43,7,3,0,0,0,0,-1,9,1
200501QK50487,2,2,1,1,27,6,2,0,0,0,0,-1,5,1
200501QK50488,1,1,1,1,22,5,3,0,0,0,0,-1,9,1
200501QK50489,2,1,1,1,39,7,3,0,0,0,0,-1,1,1
200501QK50490,1,1,1,1,37,7,3,0,0,0,0,-1,9,2
200501QK50490,1,2,2,1,43,7,3,0,0,1,0,-1,9,1
200501QK50491,1,1,1,1,33,6,3,0,0,0,0,-1,5,1
200501QK50492,1,1,1,1,40,7,3,0,0,0,0,-1,5,1
200501QK50494,1,1,1,2,29,6,3,0,0,0,0,-1,9,1
200501QK50495,1,1,1,1,25,5,3,0,0,0,0,-1,1,1
200501QK50496,1,1,1,1,29,6,3,0,0,0,0,-1,9,1
200501QK50498,1,1,3,2,20,4,3,1,1,0,0,-1,0,-1
200501QK50499,2,1,1,1,20,4,3,0,0,0,0,-1,1,1
200501QK50500,1,2,2,2,44,7,3,0,0,1,0,-1,9,1
200501QK50500,2,1,1,1,42,7,3,0,0,0,0,-1,9,1
200501QK50501,2,1,1,2,-1,-1,3,0,0,0,0,-1,1,-1
200501QK50502,2,1,1,2,28,6,3,0,0,0,0,-1,9,1
200501QK50503,1,1,3,1,10,2,3,10,9,0,0,-1,0,1
200501QK50504,1,1,1,2,35,6,3,0,0,0,0,-1,9,1
200501QK50505,1,1,2,2,9,2,2,0,0,2,0,-1,9,-1
200501QK50505,1,2,2,1,10,2,2,0,0,2,0,-1,9,-1
200501QK50505,1,3,1,1,-1,-1,3,0,0,0,0,-1,9,-1
200501QK50505,1,4,2,1,5,1,3,0,0,2,0,-1,9,-1
200501QK50506,1,1,1,1,18,4,3,0,0,0,0,-1,2,1
200501QK50507,1,1,1,1,41,7,2,0,0,0,0,-1,5,-1
200501QK50508,1,1,2,1,24,5,3,0,0,0,0,-1,5,-1
200501QK50509,1,1,1,1,31,6,3,0,0,0,0,-1,9,1
200501QK50509,1,2,2,1,-1,-1,3,0,0,1,0,-1,9,-1
200501QK50510,2,1,1,1,21,5,3,0,0,0,0,-1,9,1
200501QK50511,2,1,1,2,55,8,3,0,0,0,0,-1,9,1
200501QK50512,1,1,1,1,22,5,3,0,0,0,0,-1,9,-1
200501QK50513,1,1,1,1,35,6,3,0,0,0,0,-1,1,1
200501QK50514,1,1,3,1,22,5,3,5,1,0,0,-1,0,-1
200501QK50515,1,1,1,1,20,4,3,0,0,0,0,-1,3,1
200501QK50516,1,1,1,1,40,7,3,0,0,0,0,-1,9,1
200501QK50517,1,1,1,2,62,9,3,0,0,0,0,-1,9,1
200501QK50518,1,1,3,2,16,4,3,4,1,0,0,-1,0,-1
200501QK50519,1,1,1,1,36,7,3,0,0,0,0,-1,9,1
200501QK50520,1,1,3,2,54,8,3,5,1,0,0,-1,0,1
200501QK50521,1,1,1,2,19,4,3,0,0,0,0,-1,9,3
200501QK50522,2,1,2,2,49,8,3,0,0,2,0,-1,9,1
200501QK50523,1,1,1,1,49,8,3,0,0,0,0,-1,5,1
200501QK50524,1,1,3,1,32,6,3,5,3,0,0,-1,0,-1
200501QK50525,2,1,1,1,30,6,3,0,0,0,0,-1,1,1
200501QK50526,2,1,1,1,9,2,3,0,0,0,0,-1,1,-1
200501QK50527,1,1,3,1,31,6,3,5,1,0,0,-1,0,1
200501QK50528,1,1,1,1,78,11,3,0,0,0,0,-1,9,1
200501QK50529,1,1,1,1,26,6,3,0,0,0,0,-1,9,1
200501QK50529,1,2,2,2,-1,-1,3,0,0,1,0,-1,9,-1
200501QK50530,1,1,3,1,-1,-1,3,10,9,0,0,-1,0,1
200501QK50532,1,1,1,1,51,8,3,0,0,0,0,-1,9,1
200501QK50533,1,1,1,2,34,6,3,0,0,0,0,-1,2,1
200501QK50534,1,1,1,1,35,6,2,0,0,0,0,-1,1,1
200501QK50536,1,1,3,2,9,2,3,5,3,0,0,-1,0,1
200501QK50537,1,1,1,2,36,7,3,0,0,0,0,-1,9,1
200501QK50539,1,1,3,2,34,6,3,5,1,0,0,-1,0,1
200501QK50540,1,1,3,2,35,6,3,8,5,0,0,-1,0,1
200501QK50541,1,1,1,2,48,8,3,0,0,0,0,-1,9,1
200501QK50542,1,1,1,2,38,7,3,0,0,0,0,-1,9,1
200501QK50543,1,1,3,1,36,7,3,5,2,0,0,-1,0,-1
200501QK50544,2,1,1,1,49,8,3,0,0,0,0,-1,1,1
200501QK50545,2,1,1,1,59,9,3,0,0,0,0,-1,1,1
200501QK50546,1,1,2,1,9,2,3,0,0,1,0,-1,9,1
200501QK50547,1,1,3,1,-1,-1,3,4,1,0,0,-1,0,-1
200501QK50548,1,1,3,1,4,1,2,4,2,0,0,-1,0,-1
200501QK50549,1,1,1,2,53,8,3,0,0,0,0,-1,9,1
200501QK50549,2,2,2,2,-1,-1,3,0,0,1,0,-1,9,1
200501QK50550,1,1,1,2,39,7,3,0,0,0,0,-1,9,1
200501QK50550,2,2,1,2,54,8,3,0,0,0,0,-1,9,1
200501QK50551,2,1,1,1,41,7,3,0,0,0,0,-1,9,1
200501QK50553,1,1,1,1,35,6,3,0,0,0,0,-1,9,1
200501QK50553,1,2,2,2,-1,-1,3,0,0,1,0,-1,9,1
200501QK50554,2,1,1,1,32,6,2,0,0,0,0,-1,1,1
200501QK50555,1,1,1,1,65,9,3,0,0,0,0,-1,9,1
200501QK50556,1,1,3,1,3,1,3,5,1,0,0,-1,0,1
200501QK50557,1,1,2,2,60,9,3,0,0,0,3,-1,11,-1
200501QK50558,2,1,1,1,47,8,3,0,0,0,0,-1,9,1
200501QK50559,1,1,3,2,49,8,2,5,9,0,0,-1,0,-1
200501QK50560,2,1,1,1,30,6,3,0,0,0,0,-1,5,3
200501QK50562,1,1,1,1,26,6,3,0,0,0,0,-1,9,1
200501QK50562,2,2,1,1,64,9,3,0,0,0,0,-1,9,1
200501QK50563,1,1,1,1,22,5,3,0,0,0,0,-1,9,1
200501QK50563,1,2,2,2,-1,-1,3,0,0,1,0,-1,9,1
200501QK50564,1,1,3,2,52,8,2,7,5,0,0,-1,0,-1
200501QK50564,1,2,3,1,26,6,3,7,5,0,0,-1,0,-1
200501QK50565,1,1,1,2,38,7,3,0,0,0,0,-1,9,1
200501QK50566,1,1,1,2,39,7,3,0,0,0,0,-1,1,1
200501QK50567,1,1,3,1,-1,-1,3,5,2,0,0,-1,0,-1
200501QK50568,1,1,1,1,70,10,3,0,0,0,0,-1,9,1
200501QK50568,2,2,1,2,36,7,3,0,0,0,0,-1,9,1
200501QK50568,2,3,2,1,14,3,3,0,0,1,0,-1,9,1
200501QK50569,2,1,1,1,-1,-1,3,0,0,0,0,-1,1,-1
200501QK50570,1,1,1,1,31,6,3,0,0,0,0,-1,1,1
200501QK50571,1,1,2,2,-1,-1,2,0,0,0,0,-1,19,1
200501QK50571,2,2,2,2,-1,-1,3,0,0,1,0,-1,9,1
200501QK50572,2,1,1,2,-1,-1,3,0,0,0,0,-1,9,-1
200501QK50572,2,2,2,1,2,1,3,0,0,1,0,-1,9,-1
200501QK50573,1,1,1,1,19,4,3,0,0,0,0,-1,9,1
200501QK50574,1,1,2,1,1,1,3,0,0,1,0,-1,9,1
200501QK50575,1,1,1,1,27,6,3,0,0,0,0,-1,9,1
200501QK50575,1,2,2,1,27,6,3,0,0,1,0,-1,9,1
200501QK50576,1,1,1,2,41,7,3,0,0,0,0,-1,9,1
200501QK50576,1,2,2,2,4,1,3,0,0,1,0,-1,9,1
200501QK50577,1,1,1,1,62,9,3,0,0,0,0,-1,9,1
200501QK50579,1,1,3,1,4,1,3,5,2,0,0,-1,0,1
200501QK50581,2,1,2,2,29,6,3,0,0,0,0,-1,5,1
200501QK50581,2,2,1,1,26,6,3,0,0,0,0,-1,5,1
200501QK50582,2,1,1,1,39,7,3,0,0,0,0,-1,9,1
200501QK50583,1,1,3,2,8,2,3,4,3,0,0,-1,0,1
200501QK50585,1,1,1,1,26,6,3,0,0,0,0,-1,3,-1
200501QK50586,1,1,3,2,32,6,3,4,4,0,0,-1,0,1
200501QK50587,1,1,1,1,40,7,3,0,0,0,0,-1,9,-1
200501QK50588,1,1,1,1,25,5,3,0,0,0,0,-1,1,1
200501QK50589,1,1,2,2,-1,-1,3,0,0,1,0,-1,9,-1
200501QK50590,1,1,1,2,31,6,3,0,0,0,0,-1,9,1
200501QK50591,1,1,1,1,25,5,3,0,0,0,0,-1,3,-1
200501QK50592,1,1,1,2,35,6,3,0,0,0,0,-1,9,1
200501QK50594,1,1,1,1,26,6,2,0,0,0,0,-1,5,1
200501QK50595,1,1,3,1,35,6,3,10,9,0,0,-1,0,1
200501QK50596,1,1,1,1,29,6,3,0,0,0,0,-1,9,1
200501QK50597,1,1,1,1,33,6,3,0,0,0,0,-1,19,1
200501QK50598,1,1,1,2,25,5,3,0,0,0,0,-1,9,1
200501QK50600,1,1,1,2,26,6,3,0,0,0,0,-1,9,1
200501QK50602,1,1,2,2,53,8,3,0,0,0,2,-1,11,1
200501QK50603,1,1,3,1,23,5,3,1,9,0,0,-1,0,1
200501QK50604,1,1,1,1,26,6,3,0,0,0,0,-1,5,1
200501QK50606,1,1,3,1,12,3,3,10,9,0,0,-1,0,1
200501QK50607,1,1,1,2,38,7,3,0,0,0,0,-1,9,1
200501QK50608,1,1,1,1,51,8,3,0,0,0,0,-1,9,1
200501QK50609,1,1,1,1,31,6,3,0,0,0,0,-1,1,1
200501QK50610,1,1,1,1,43,7,3,0,0,0,0,-1,9,1
200501QK50611,2,1,1,1,39,7,3,0,0,0,0,-1,5,1
200501QK50612,1,1,3,1,29,6,3,9,9,0,0,-1,0,-1
200501QK50614,2,1,1,2,44,7,3,0,0,0,0,-1,9,1
200501QK50615,2,1,2,1,20,4,3,0,0,1,0,-1,9,1
200501QK50616,1,1,2,2,58,9,3,0,0,0,1,-1,11,-1
200501QK50617,1,1,1,1,24,5,2,0,0,0,0,-1,5,-1
200501QK50618,1,2,1,1,28,6,3,0,0,0,0,-1,9,1
200501QK50618,2,1,1,1,21,5,3,0,0,0,0,-1,9,1
200501QK50619,2,1,1,1,32,6,3,0,0,0,0,-1,4,-1
200501QK50621,1,1,1,1,-1,-1,3,0,0,0,0,-1,9,1
200501QK50621,1,2,2,1,-1,-1,3,0,0,1,0,-1,9,-1
200501QK50623,1,1,2,1,50,8,3,0,0,0,3,-1,11,1
200501QK50624,1,1,3,1,11,3,3,5,9,0,0,-1,0,1
200501QK50625,1,1,2,1,1,1,3,0,0,0,3,-1,11,-1
200501QK50626,1,1,2,1,-1,-1,3,0,0,0,4,-1,11,-1
200501QK50627,1,1,1,2,30,6,3,0,0,0,0,-1,3,1
200501QK50628,1,1,3,1,11,3,3,10,9,0,0,-1,0,1
200501QK50629,2,1,2,2,41,7,3,0,0,0,3,-1,11,-1
200501QK50629,2,2,2,2,47,8,3,0,0,0,3,-1,11,-1
200501QK50630,1,1,2,2,51,8,3,0,0,0,3,-1,11,1
200501QK50631,1,1,3,1,60,9,3,10,9,0,0,-1,0,1
200501QK50632,1,1,3,2,76,11,3,10,9,0,0,-1,0,-1
200501QK50633,1,1,2,1,56,9,3,0,0,0,3,-1,11,1
200501QK50634,1,1,1,1,36,7,3,0,0,0,0,-1,9,1
200501QK50635,1,1,1,1,32,6,3,0,0,0,0,-1,5,1
200501QK50636,1,1,1,1,30,6,3,0,0,0,0,-1,19,2
200501QK50637,1,1,1,1,47,8,3,0,0,0,0,-1,9,1
200501QK50638,1,1,1,1,31,6,2,0,0,0,0,-1,9,-1
200501QK50639,1,1,1,1,26,6,3,0,0,0,0,-1,9,1
200501QK50640,1,1,2,1,28,6,3,0,0,1,0,-1,9,1
200501QK50640,1,2,1,1,18,4,3,0,0,0,0,-1,9,1
200501QK50641,2,1,1,2,44,7,3,0,0,0,0,-1,9,-1
200501QK50642,1,1,1,2,56,9,3,0,0,0,0,-1,3,1
200501QK50643,1,1,1,2,27,6,3,0,0,0,0,-1,9,1
200501QK50643,1,2,2,1,8,2,3,0,0,2,0,-1,9,1
200501QK50643,2,3,1,1,38,7,3,0,0,0,0,-1,9,1
200501QK50643,2,4,2,1,32,6,3,0,0,1,0,-1,9,1
200501QK50644,1,1,1,1,25,5,3,0,0,0,0,-1,9,1
200501QK50645,1,1,1,2,26,6,3,0,0,0,0,-1,2,1
200501QK50646,1,1,1,2,40,7,3,0,0,0,0,-1,9,1
200501QK50647,1,1,1,1,49,8,3,0,0,0,0,-1,9,1
200501QK50648,1,1,1,1,21,5,3,0,0,0,0,-1,1,-1
200501QK50649,1,1,3,1,47,8,3,5,3,0,0,-1,0,1
200501QK50651,1,1,3,2,12,3,2,5,2,0,0,-1,0,1
200501QK50652,1,1,1,2,20,4,3,0,0,0,0,-1,4,1
200501QK50653,1,1,1,1,57,9,2,0,0,0,0,-1,4,1
200501QK50654,1,1,2,2,-1,-1,3,0,0,1,0,-1,9,-1
200501QK50655,1,1,1,2,71,10,3,0,0,0,0,-1,9,-1
200501QK50656,1,1,3,2,35,6,3,10,9,0,0,-1,0,1
200501QK50656,1,2,3,1,5,1,3,10,9,0,0,-1,0,1
200501QK50658,1,1,3,1,36,7,3,6,9,0,0,-1,0,1
200501QK50659,2,1,1,1,62,9,3,0,0,0,0,-1,9,1
200501QK50660,1,1,1,1,20,4,3,0,0,0,0,-1,9,1
200501QK50661,1,1,1,2,26,6,3,0,0,0,0,-1,9,-1
200501QK50662,1,1,3,1,8,2,3,5,2,0,0,-1,0,1
200501QK50663,1,1,2,2,49,8,3,0,0,1,0,-1,9,1
200501QK50663,1,2,2,2,11,3,3,0,0,2,0,-1,9,1
200501QK50663,1,3,2,2,50,8,3,0,0,2,0,-1,9,1
200501QK50664,1,1,1,1,33,6,3,0,0,0,0,-1,9,1
200501QK50665,1,1,1,2,48,8,3,0,0,0,0,-1,1,1
200501QK50667,2,1,2,1,57,9,3,0,0,1,0,-1,9,1
200501QK50668,1,1,3,1,54,8,2,5,1,0,0,-1,0,-1
200501QK50669,1,1,1,1,29,6,2,0,0,0,0,-1,9,1
200501QK50670,2,1,1,1,57,9,3,0,0,0,0,-1,1,1
200501QK50672,1,1,2,1,16,4,3,0,0,2,0,-1,9,1
200501QK50672,1,2,1,2,43,7,2,0,0,0,0,-1,9,1
200501QK50672,1,4,2,2,15,3,3,0,0,2,0,-1,9,1
200501QK50672,1,5,2,2,13,3,3,0,0,2,0,-1,9,1
200501QK50672,2,3,1,1,31,6,3,0,0,0,0,-1,9,1
200501QK50673,1,1,1,1,21,5,3,0,0,0,0,-1,9,-1
200501QK50674,1,1,1,1,57,9,3,0,0,0,0,-1,9,1
200501QK50676,1,1,1,1,20,4,3,0,0,0,0,-1,9,1
200501QK50676,1,2,2,1,19,4,3,0,0,1,0,-1,9,1
200501QK50676,2,3,1,1,21,5,3,0,0,0,0,-1,9,1
200501QK50677,1,1,1,1,29,6,3,0,0,0,0,-1,3,-1
200501QK50678,1,1,1,1,41,7,3,0,0,0,0,-1,9,1
200501QK50678,1,2,2,2,20,4,3,0,0,1,0,-1,9,-1
200501QK50678,2,3,1,2,22,5,3,0,0,0,0,-1,9,1
200501QK50681,1,1,1,1,32,6,3,0,0,0,0,-1,5,1
200501QK50681,1,2,3,1,55,8,3,6,9,0,0,-1,0,1
200501QK50682,2,1,1,1,23,5,3,0,0,0,0,-1,1,1
200501QK50683,1,1,1,1,17,4,3,0,0,0,0,-1,9,1
200501QK50683,2,2,1,1,24,5,3,0,0,0,0,-1,9,1
200501QK50685,2,1,1,1,18,4,2,0,0,0,0,-1,1,1
200501QK50686,2,1,1,2,17,4,3,0,0,0,0,-1,1,1
200501QK50687,1,1,1,1,31,6,3,0,0,0,0,-1,9,-1
200501QK50687,2,2,1,2,23,5,3,0,0,0,0,-1,9,1
200501QK50688,1,1,1,1,35,6,3,0,0,0,0,-1,9,1
200501QK50688,2,2,1,2,30,6,3,0,0,0,0,-1,9,1
200501QK50689,1,1,1,1,51,8,3,0,0,0,0,-1,9,1
200501QK50690,2,1,1,1,34,6,2,0,0,0,0,-1,9,1
200501QK50693,1,1,1,2,59,9,3,0,0,0,0,-1,9,1
200501QK50694,2,1,1,1,-1,-1,3,0,0,0,0,-1,1,-1
200501QK50695,1,1,1,1,22,5,3,0,0,0,0,-1,9,1
200501QK50696,1,1,1,1,45,7,3,0,0,0,0,-1,9,1
200501QK50697,2,1,1,2,22,5,3,0,0,0,0,-1,3,1
200501QK50698,1,1,2,2,-1,-1,3,0,0,0,4,-1,11,-1
200501QK50699,1,1,3,1,-1,-1,3,4,3,0,0,-1,0,-1
200501QK50701,2,1,1,1,18,4,3,0,0,0,0,-1,2,1
200501QK50702,1,1,1,2,61,9,3,0,0,0,0,-1,9,1
200501QK50703,1,1,1,1,20,4,3,0,0,0,0,-1,3,1
200501QK50704,2,1,1,1,16,4,3,0,0,0,0,-1,2,1
200501QK50705,1,1,2,1,14,3,3,0,0,2,0,-1,9,-1
200501QK50706,1,1,1,2,21,5,3,0,0,0,0,-1,9,1
200501QK50707,2,1,1,1,31,6,3,0,0,0,0,-1,9,1
200501QK50707,5,2,1,1,40,7,3,0,0,0,0,-1,9,1
200501QK50708,1,1,1,2,31,6,3,0,0,0,0,-1,9,1
200501QK50708,1,2,2,2,29,6,3,0,0,1,0,-1,9,1
200501QK50708,1,3,2,2,68,10,3,0,0,2,0,-1,9,1
200501QK50708,2,4,1,2,50,8,3,0,0,0,0,-1,9,1
200501QK50709,1,1,1,2,25,5,3,0,0,0,0,-1,9,-1
200501QK50709,1,2,3,1,37,7,3,10,9,0,0,-1,0,1
200501QK50709,1,3,3,1,48,8,3,10,9,0,0,-1,0,1
200501QK50709,1,4,3,1,22,5,3,10,9,0,0,-1,0,-1
200501QK50710,1,1,1,1,34,6,3,0,0,0,0,-1,9,1
200501QK50711,2,1,1,1,26,6,3,0,0,0,0,-1,5,-1
200501QK50712,1,1,1,1,28,6,2,0,0,0,0,-1,1,1
200501QK50713,1,1,3,1,11,3,3,5,3,0,0,-1,0,1
200501QK50714,1,1,1,1,20,4,3,0,0,0,0,-1,3,1
200501QK50715,1,1,1,1,37,7,3,0,0,0,0,-1,9,1
200501QK50715,2,2,1,1,30,6,3,0,0,0,0,-1,9,1
200501QK50716,1,1,2,2,22,5,3,0,0,1,0,-1,9,1
200501QK50717,1,1,1,1,36,7,2,0,0,0,0,-1,5,1
200501QK50718,1,1,1,1,35,6,3,0,0,0,0,-1,9,1
200501QK50719,1,1,1,1,39,7,3,0,0,0,0,-1,5,-1
200501QK50720,1,1,1,2,56,9,3,0,0,0,0,-1,9,1
200501QK50721,1,1,3,2,21,5,2,1,9,0,0,-1,0,1
200501QK50722,1,1,1,2,91,11,3,0,0,0,0,-1,9,1
200501QK50723,1,1,1,1,42,7,3,0,0,0,0,-1,5,1
200501QK50724,2,1,1,1,21,5,3,0,0,0,0,-1,3,1
200501QK50725,2,1,1,2,31,6,2,0,0,0,0,-1,9,-1
200501QK50726,1,1,1,2,44,7,3,0,0,0,0,-1,9,1
200501QK50727,1,1,1,1,65,9,3,0,0,0,0,-1,9,1
200501QK50727,2,2,1,1,31,6,3,0,0,0,0,-1,9,1
200501QK50728,1,1,2,1,40,7,3,0,0,0,3,-1,11,-1
200501QK50729,2,1,1,1,30,6,3,0,0,0,0,-1,5,1
200501QK50730,1,1,2,2,24,5,3,0,0,0,0,-1,5,1
200501QK50731,2,1,1,2,22,5,3,0,0,0,0,-1,3,-1
200501QK50732,2,1,1,1,48,8,3,0,0,0,0,-1,1,1
200501QK50733,2,1,1,1,57,9,3,0,0,0,0,-1,1,1
200501QK50734,1,1,2,2,33,6,3,0,0,1,0,-1,9,1
200501QK50734,1,2,2,2,30,6,3,0,0,2,0,-1,9,1
200501QK50735,2,1,1,2,33,6,3,0,0,0,0,-1,9,-1
200501QK50736,1,1,2,1,10,2,3,0,0,0,3,-1,11,-1
200501QK50738,1,1,1,2,19,4,3,0,0,0,0,-1,9,-1
200501QK50739,1,1,3,2,68,10,3,1,9,0,0,-1,0,-1
200501QK50740,2,1,2,1,91,11,3,0,0,2,0,-1,8,-1
200501QK50742,1,1,1,1,38,7,3,0,0,0,0,-1,9,1
200501QK50743,1,1,3,2,64,9,3,10,1,0,0,-1,0,1
200501QK50744,2,1,1,2,27,6,3,0,0,0,0,-1,9,1
200501QK50745,1,1,3,2,42,7,3,5,9,0,0,-1,0,1
200501QK50746,1,1,1,2,26,6,3,0,0,0,0,-1,9,-1
200501QK50747,1,1,1,1,22,5,3,0,0,0,0,-1,19,1
200501QK50748,2,1,2,2,35,6,3,0,0,2,0,-1,9,1
200501QK50749,1,1,2,2,51,8,3,0,0,0,3,-1,11,1
200501QK50750,2,1,1,2,26,6,3,0,0,0,0,-1,9,1
200501QK50751,1,1,1,1,66,10,3,0,0,0,0,-1,9,1
200501QK50751,1,2,2,1,8,2,3,0,0,2,0,-1,9,1
200501QK50752,1,1,2,2,15,3,3,0,0,0,4,-1,11,1
200501QK50753,1,1,1,1,35,6,3,0,0,0,0,-1,9,1
200501QK50754,1,1,1,1,52,8,3,0,0,0,0,-1,9,1
200501QK50755,1,1,3,1,8,2,3,5,1,0,0,-1,0,1
200501QK50756,1,1,3,1,26,6,3,5,9,0,0,-1,0,1
200501QK50759,1,1,1,1,32,6,3,0,0,0,0,-1,4,1
200501QK50764,1,1,1,1,34,6,3,0,0,0,0,-1,5,1
200501QK50765,2,1,1,1,20,4,3,0,0,0,0,-1,9,1
200501QK50767,1,1,3,1,34,6,3,5,2,0,0,-1,0,1
200501QK50768,1,1,1,1,63,9,3,0,0,0,0,-1,9,1
200501QK50768,1,2,2,2,-1,-1,3,0,0,1,0,-1,9,-1
200501QK50770,1,1,2,1,12,3,3,0,0,2,0,-1,9,-1
200501QK50770,1,2,2,1,18,4,3,0,0,1,0,-1,9,-1
200501QK50771,1,1,1,1,43,7,3,0,0,0,0,-1,9,1
200501QK50771,1,2,2,1,-1,-1,3,0,0,1,0,-1,9,-1
200501QK50771,1,3,2,1,19,4,3,0,0,2,0,-1,9,1
200501QK50771,1,4,2,2,50,8,3,0,0,2,0,-1,9,1
200501QK50771,1,5,2,2,50,8,3,0,0,2,0,-1,9,-1
200501QK50771,2,6,1,1,18,4,3,0,0,0,0,-1,9,1
200501QK50772,1,1,1,1,34,6,3,0,0,0,0,-1,9,1
200501QK50772,2,2,2,2,24,5,3,0,0,2,0,-1,9,1
200501QK50773,2,1,1,1,44,7,3,0,0,0,0,-1,2,1
200501QK50774,1,1,3,1,11,3,3,5,3,0,0,-1,0,1
200501QK50775,1,1,3,1,57,9,3,5,9,0,0,-1,0,1
200501QK50776,1,1,1,1,24,5,2,0,0,0,0,-1,3,1
200501QK50777,1,1,3,1,43,7,3,5,1,0,0,-1,0,-1
200501QK50778,1,1,1,1,34,6,3,0,0,0,0,-1,9,1
200501QK50779,1,1,1,2,22,5,3,0,0,0,0,-1,9,1
200501QK50780,2,1,1,1,38,7,3,0,0,0,0,-1,1,1
200501QK50781,1,1,3,1,23,5,3,9,9,0,0,-1,0,1
200501QK50782,1,1,1,1,34,6,2,0,0,0,0,-1,9,1
200501QK50783,1,1,2,2,7,2,3,0,0,2,0,-1,9,-1
