Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location_Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type
200501FH10652,2,9,0,18,0,8,0,0,0,0,1,1,15,1,-1,-1,1970,1,4,7,1
200501FH10653,1,1,0,18,0,0,0,0,0,0,1,1,15,1,45,7,-1,-1,-1,6,1
200501FH10654,1,9,0,7,0,8,0,0,0,0,4,1,15,1,49,8,998,1,1,8,1
200501FH10654,2,1,0,9,0,8,0,0,0,0,2,1,15,1,32,6,-1,-1,-1,-1,-1
200501FH10655,1,4,0,18,0,8,0,0,0,0,3,1,15,1,24,5,499,1,2,1,1
200501FH10655,2,9,0,7,0,8,0,0,0,0,1,1,15,1,-1,-1,1396,1,9,4,1
200501FH10656,1,3,0,18,0,8,0,0,0,0,1,1,15,1,24,5,124,1,-1,5,1
200501FH10656,2,9,0,9,0,8,0,0,0,0,4,1,15,1,-1,-1,1242,1,8,3,1
200501FH10657,1,9,0,18,0,1,0,0,0,0,1,1,15,1,73,10,-1,-1,-1,3,1
200501FH10657,2,1,0,18,0,1,0,0,0,0,0,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501FH10658,1,3,0,18,0,0,1,0,0,0,0,1,15,1,38,7,-1,-1,-1,4,1
200501FH10659,1,2,0,18,0,1,0,0,0,0,0,1,15,1,-1,-1,-1,-1,-1,4,1
200501FH10659,2,9,0,8,0,1,0,0,0,0,0,1,15,3,-1,-1,1747,1,8,-1,-1
200501FH10660,1,9,0,3,0,1,0,0,0,0,2,1,15,2,40,7,-1,-1,-1,9,1
200501FH10660,2,9,0,3,0,1,0,0,0,0,1,1,15,1,28,6,-1,-1,-1,5,1
200501FH10661,1,9,0,18,0,8,0,0,0,0,3,1,15,1,35,6,2976,1,1,1,1
200501FH10661,2,9,0,9,0,8,0,0,0,0,1,1,15,1,18,4,1587,1,8,3,1
200501FH10662,1,5,0,18,0,2,0,0,0,0,1,1,15,1,51,8,1250,1,5,5,1
200501FH10662,2,9,0,6,0,2,0,0,0,0,3,1,15,1,25,5,1242,1,5,2,1
200501FH10663,1,9,0,3,0,1,0,0,0,0,2,1,15,1,34,6,1896,2,8,5,1
200501FH10663,2,9,0,18,0,1,0,0,0,0,1,1,15,2,-1,-1,1392,1,15,7,1
200501FH10664,1,9,0,18,0,0,0,0,0,0,2,1,15,1,34,6,-1,-1,-1,5,1
200501FH10664,2,9,0,18,0,0,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1,-1
200501FH10665,1,19,0,18,0,8,0,0,0,0,1,1,15,1,-1,-1,1905,2,8,4,1
200501FH10666,1,3,0,18,0,1,0,0,0,0,1,1,15,1,55,8,125,1,3,3,1
200501FH10666,2,9,0,18,0,1,0,0,0,0,1,1,15,1,46,8,1998,1,8,3,1
200501FH10667,1,5,0,18,0,1,0,0,0,0,0,1,15,1,44,7,-1,-1,-1,-1,-1
200501FH10668,1,3,0,4,0,8,0,0,0,0,2,1,15,1,46,8,125,1,2,6,1
200501FH10668,2,9,0,18,0,8,0,0,0,0,1,1,15,2,-1,-1,-1,-1,-1,5,1
200501FH10669,1,9,0,2,0,0,0,0,0,0,2,1,15,1,52,8,1997,2,2,6,1
200501FH10669,2,1,0,18,0,0,0,0,0,0,1,1,15,1,22,5,-1,-1,-1,5,1
200501FH10670,1,11,0,18,0,1,0,0,0,0,0,1,15,1,35,6,9000,2,-1,8,1
200501FH10671,1,21,0,6,0,0,0,0,0,0,2,1,15,1,43,7,-1,-1,-1,9,1
200501FH10672,1,19,0,9,0,8,0,0,0,0,3,1,15,1,26,6,1896,2,2,3,1
200501FH10672,2,5,0,18,0,8,0,0,0,0,1,1,15,1,24,5,749,1,2,4,1
200501FH10674,1,9,0,4,0,2,0,0,0,0,2,1,15,2,41,7,1390,1,1,3,1
200501FH10674,2,9,0,4,0,2,0,0,0,0,1,1,15,1,20,4,-1,-1,-1,3,1
200501FH10675,1,2,0,18,0,2,1,0,0,0,3,1,15,1,40,7,49,1,1,7,1
200501FH10676,1,3,0,18,0,1,0,0,0,0,3,1,15,1,44,7,-1,-1,-1,7,1
200501FH10676,2,10,0,9,0,8,0,0,0,0,1,1,15,1,-1,-1,2496,2,9,2,1
200501FH10678,1,5,0,18,0,1,0,0,0,0,3,1,15,1,27,6,599,1,6,4,1
200501FH10680,1,9,0,3,0,1,0,0,0,0,2,1,1,1,29,6,1598,1,-1,4,1
200501FH10680,2,9,0,4,0,1,0,0,0,0,1,1,1,1,62,9,1043,1,14,8,1
200501FH10682,1,21,0,7,0,8,0,0,0,0,4,1,15,1,44,7,-1,-1,-1,1,1
200501FH10682,2,9,0,15,0,8,0,0,1,10,3,1,15,2,23,5,1560,2,-1,2,1
200501FH10683,1,21,0,18,0,1,1,0,0,0,1,1,1,1,51,8,-1,-1,-1,8,1
200501FH10684,1,19,0,1,0,0,0,0,0,0,0,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501FH10685,1,9,0,7,0,1,0,0,0,0,4,1,15,1,29,6,1997,2,5,7,1
200501FH10685,2,9,0,18,0,1,0,0,1,10,3,1,15,1,39,7,1598,1,12,2,1
200501FH10686,1,2,0,18,0,0,0,0,0,0,1,1,15,1,16,4,49,1,2,3,1
200501FH10686,2,19,0,6,0,0,0,0,0,0,3,1,15,3,-1,-1,-1,-1,-1,-1,-1
200501FH10688,1,9,0,2,0,1,0,0,0,0,3,1,15,1,47,8,1998,1,8,2,1
200501FH10688,2,11,0,18,0,1,0,0,0,0,4,1,1,3,-1,-1,-1,-1,-1,-1,-1
200501FH10689,1,19,0,18,0,0,0,0,0,0,1,1,15,1,34,6,2461,2,-1,7,1
200501FH10690,1,3,0,18,0,1,0,0,0,0,1,1,15,1,24,5,124,1,7,3,1
200501FH10690,2,11,0,7,0,1,0,0,0,0,2,1,1,1,-1,-1,5883,2,3,7,1
200501FH10691,1,4,0,14,0,1,0,0,0,0,1,1,15,2,34,6,-1,-1,-1,6,1
200501FH10693,1,9,0,4,0,2,0,0,0,0,2,1,15,2,40,7,1560,2,-1,5,1
200501FH10693,2,9,0,18,0,2,0,0,0,0,1,1,15,2,-1,-1,1360,1,4,-1,-1
200501FH10694,1,11,0,5,0,0,0,0,0,0,0,1,15,1,40,7,5883,2,3,5,1
200501FH10696,1,5,0,18,0,0,0,0,0,0,1,1,15,1,27,6,599,1,-1,6,1
200501FH10696,2,9,0,2,0,0,0,0,0,0,4,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501FH10697,1,9,0,18,0,1,0,0,0,0,4,1,15,1,71,10,-1,-1,-1,3,1
200501FH10697,2,1,0,12,0,1,0,0,0,0,3,1,15,2,61,9,-1,-1,-1,-1,-1
200501FH10698,1,9,0,3,0,0,0,0,0,0,2,1,15,1,44,7,-1,-1,-1,6,1
200501FH10698,2,9,0,11,0,0,0,0,0,0,1,1,15,1,32,6,1596,1,-1,2,1
200501FH10699,1,9,0,2,0,0,0,0,0,0,3,1,15,2,34,6,1968,2,1,2,1
200501FH10699,2,3,0,18,0,0,0,0,0,0,1,1,15,1,37,7,100,1,3,5,1
200501FH10700,1,9,0,1,0,1,1,0,0,0,2,1,15,2,38,7,2494,1,3,7,1
200501FH10701,1,9,0,18,0,8,0,0,0,0,4,1,15,1,26,6,1794,1,11,8,1
200501FH10701,2,9,0,18,0,8,0,0,0,0,1,1,15,3,-1,-1,1796,1,3,-1,-1
200501FH10703,1,9,0,18,0,0,1,0,0,0,0,1,15,1,37,7,-1,-1,-1,7,1
200501FH10705,1,9,0,2,0,0,0,0,0,0,2,1,15,1,41,7,1769,2,10,3,1
200501FH10705,2,9,0,18,0,0,0,0,0,0,2,1,15,1,22,5,-1,-1,-1,2,1
200501FH10707,1,9,0,9,0,8,0,0,0,0,3,1,15,2,27,6,1598,1,3,6,1
200501FH10707,2,3,0,18,0,8,0,0,0,0,4,1,15,1,26,6,124,1,4,5,1
200501FH10708,1,19,0,18,0,0,0,0,0,0,1,1,15,1,35,6,1298,1,5,2,1
200501FH10709,1,19,0,7,0,8,0,0,0,0,2,1,15,1,38,7,1998,2,-1,4,1
200501FH10709,2,11,0,18,0,1,0,0,0,0,1,1,1,1,26,6,8268,2,2,-1,-1
200501FH10710,1,9,0,5,0,0,0,0,0,0,1,1,2,1,34,6,1390,1,2,-1,-1
200501FH10712,1,9,0,3,0,1,0,0,0,0,2,1,15,2,26,6,-1,-1,-1,2,1
200501FH10712,2,9,0,18,0,1,0,0,0,0,1,1,15,1,32,6,-1,-1,-1,2,1
200501FH10713,1,1,0,14,0,8,0,0,0,0,2,1,15,1,43,7,-1,-1,-1,-1,-1
200501FH10713,2,19,0,18,0,8,0,0,0,0,1,1,15,1,-1,-1,970,1,7,-1,-1
200501FH10714,1,3,0,18,0,1,0,0,0,0,1,1,2,1,31,6,124,1,9,4,1
200501FH10714,2,9,0,9,0,1,0,0,0,0,3,1,2,2,28,6,1198,1,3,-1,-1
200501FH10715,1,9,0,18,0,0,0,0,0,0,4,1,15,1,47,8,1997,2,3,6,1
200501FH10715,2,9,0,18,0,0,0,0,0,0,1,1,1,1,25,5,1995,2,4,-1,-1
200501FH10716,1,4,0,18,0,8,0,0,0,0,1,1,15,1,34,6,-1,-1,-1,-1,-1
200501FH10716,2,9,0,9,0,6,0,0,0,0,1,1,15,2,52,8,1299,1,4,9,1
200501FH10716,3,9,0,10,0,6,0,0,0,0,1,1,15,2,27,6,1973,1,6,-1,-1
200501FH10717,1,9,0,3,0,1,0,0,0,0,1,1,15,1,32,6,-1,-1,-1,2,1
200501FH10719,1,19,0,7,0,1,0,0,0,0,4,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501FH10719,2,1,0,18,0,1,1,0,0,0,3,1,15,1,44,7,-1,-1,-1,3,1
200501FH10720,1,9,0,18,0,0,0,0,0,0,4,1,15,1,50,8,1991,1,2,6,1
200501FH10720,2,3,0,18,0,0,0,0,0,0,1,1,1,1,28,6,-1,-1,-1,2,1
200501FH10720,3,21,0,18,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,7,1
200501FH10721,1,9,0,18,0,1,0,0,0,0,1,1,15,1,23,5,1781,1,5,-1,-1
200501FH10724,1,9,0,18,0,0,0,0,0,0,1,1,15,1,43,7,-1,-1,-1,4,1
200501FH10724,2,9,0,6,0,0,0,0,0,0,2,1,15,1,-1,-1,1240,1,2,-1,-1
200501FH10727,1,9,0,18,0,1,0,0,0,0,4,1,15,1,51,8,-1,-1,-1,2,1
200501FH10727,2,9,0,18,0,1,0,0,0,0,3,1,15,3,-1,-1,-1,-1,-1,-1,-1
200501FH10730,1,11,0,18,0,8,0,0,0,0,4,1,1,3,-1,-1,-1,-1,-1,-1,-1
200501FH10736,1,9,0,8,0,8,0,0,0,0,2,1,15,1,31,6,-1,-1,-1,6,1
200501FH10736,2,9,0,18,0,5,0,0,0,0,1,1,15,2,-1,-1,-1,-1,-1,-1,-1
200501FH10741,1,3,0,17,0,1,0,0,0,0,1,1,15,2,46,8,125,1,-1,7,1
200501FH10741,2,9,0,10,0,1,0,0,0,0,3,1,15,1,30,6,1248,2,1,7,1
200501FH10744,1,5,0,18,0,0,0,0,0,0,1,1,15,2,28,6,599,1,2,-1,-1
200501FH10744,2,8,0,6,0,0,0,0,0,0,2,1,15,1,46,8,2664,2,8,4,1
200501FH10745,1,9,0,18,0,0,0,0,0,0,1,1,15,1,31,6,1597,1,9,7,1
200501FH10745,2,9,0,18,0,0,0,0,0,0,2,1,15,1,-1,-1,2438,1,14,6,1
200501FH19015,1,9,0,4,0,0,0,0,0,0,2,1,1,1,36,7,1997,2,4,2,1
200501FH19015,2,9,0,4,0,0,0,0,0,0,1,1,15,1,-1,-1,1766,1,20,-1,-1
200501FH19016,1,1,0,18,0,1,0,0,0,0,1,1,15,2,23,5,-1,-1,-1,7,1
200501FH19016,2,9,0,9,0,5,0,0,0,0,4,1,15,2,-1,-1,1598,1,2,-1,-1
200501FH19020,1,9,0,18,0,8,0,0,0,0,2,1,15,1,-1,-1,1753,2,7,3,1
200501FH19020,2,9,0,18,0,8,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501FH19050,1,5,0,18,0,8,0,0,0,0,0,1,15,2,29,6,645,1,6,6,1
200501FH19050,2,9,0,9,0,8,0,0,0,0,0,1,15,2,-1,-1,-1,-1,-1,-1,-1
200501FH19054,1,8,0,4,0,1,0,0,0,0,2,1,15,1,33,6,2664,2,9,5,1
200501FH19054,2,9,0,18,0,1,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501FH19083,1,9,0,9,0,8,0,0,0,0,3,1,15,2,42,7,2746,1,23,3,1
200501FH19083,2,2,0,18,0,8,0,4,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501FH19083,3,9,0,2,0,2,0,0,0,0,4,1,15,3,-1,-1,2500,6,8,-1,-1
200501GD10015,1,11,0,9,0,6,0,0,0,0,0,1,1,1,-1,-1,9200,2,2,-1,-1
200501GD10021,1,9,0,9,0,0,0,0,0,0,1,1,15,1,38,7,2400,1,33,3,1
200501GD10021,2,3,0,18,0,0,0,0,0,0,1,1,15,1,30,6,124,1,-1,3,1
200501GD10022,1,9,0,18,0,0,0,0,0,0,1,1,15,1,53,8,-1,-1,-1,3,1
200501GD10022,2,9,0,18,0,0,0,0,0,0,1,1,15,3,-1,-1,1149,1,4,-1,-1
200501GD10023,1,9,0,9,0,2,0,0,0,0,3,1,15,2,24,5,1796,1,5,1,3
200501GD10046,1,11,0,18,0,0,0,0,0,0,0,1,15,1,-1,-1,-1,2,5,-1,-1
200501GD10051,1,21,0,7,0,2,0,0,0,0,1,1,15,1,30,6,-1,-1,-1,2,1
200501GD10053,1,9,0,10,0,8,0,0,0,0,1,1,15,1,61,9,-1,-1,-1,-1,-1
200501GD10053,2,20,0,18,0,8,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1,-1
200501GD10059,1,5,0,18,0,3,0,0,0,0,1,1,15,1,45,7,652,1,1,5,1
200501GD10060,1,11,0,4,0,2,0,0,0,0,4,1,15,1,-1,-1,9200,2,2,-1,-1
200501GD10064,1,9,0,2,2,0,0,0,0,0,3,1,15,1,-1,-1,1796,1,10,-1,-1
200501GD10064,2,1,0,14,0,0,0,0,0,0,1,1,15,1,36,7,-1,-1,-1,1,1
200501GD10067,1,11,0,4,0,8,0,0,0,0,1,1,1,1,37,7,-1,2,6,-1,-1
200501GD10067,2,9,0,4,0,8,0,0,0,0,2,1,15,3,-1,-1,1597,1,10,-1,-1
200501GD10068,1,9,0,18,0,0,0,0,0,0,1,1,15,1,42,7,1769,1,5,-1,-1
200501GD10069,1,9,0,9,0,8,0,0,0,0,1,1,15,1,37,7,1360,1,6,2,1
200501GD10069,2,1,0,18,0,8,0,0,0,0,3,1,15,1,34,6,-1,-1,-1,1,1
200501GD10070,1,9,0,18,0,1,0,0,0,0,3,1,15,1,53,8,-1,-1,-1,7,1
200501GD10070,2,9,0,18,0,1,0,0,0,0,3,1,15,2,37,7,1781,1,11,2,1
200501GD10073,1,8,0,18,2,1,0,0,0,0,1,1,15,1,44,7,2402,2,2,7,1
200501GD10073,2,9,0,9,0,1,0,0,0,0,4,1,15,1,31,6,2926,2,1,2,1
200501GD10080,1,9,0,4,0,0,0,4,1,2,2,1,15,2,40,7,-1,-1,-1,-1,-1
200501GD10080,2,9,0,18,0,0,0,0,0,0,1,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501GD10080,3,9,0,2,0,0,0,0,0,0,2,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501GD10084,1,5,0,4,0,0,0,0,0,0,1,1,15,1,27,6,599,1,2,3,1
200501GD10087,1,9,0,18,0,3,0,0,0,0,0,1,15,1,32,6,-1,-1,-1,3,1
200501GD10089,1,9,0,9,0,8,0,0,0,0,1,1,15,1,27,6,-1,-1,-1,1,1
200501GD10089,2,1,0,18,0,8,0,0,0,0,1,1,15,2,27,6,-1,-1,-1,1,1
200501GD10090,1,11,0,18,0,1,0,0,0,0,0,1,15,1,54,8,5883,2,4,5,1
200501GD10092,1,4,0,15,0,1,0,0,0,0,1,1,15,1,25,5,499,1,2,1,1
200501GD10092,2,9,0,9,0,8,0,0,0,0,4,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501GD10092,3,19,0,4,0,1,0,0,0,0,0,1,1,3,-1,-1,-1,-1,-1,-1,-1
200501GD10093,1,11,0,9,0,8,0,0,0,0,0,1,1,1,52,8,-1,2,39,1,1
200501GD10094,1,9,0,9,0,8,0,0,0,0,1,1,15,2,52,8,1769,1,4,1,1
200501GD10094,2,9,0,18,0,8,0,0,0,0,1,1,15,1,29,6,1796,1,6,5,1
200501GD10095,1,9,0,9,0,0,0,0,0,0,3,1,15,1,49,8,1587,1,7,8,1
200501GD10095,2,4,0,13,0,0,1,0,0,0,4,1,15,1,39,7,-1,-1,-1,8,1
200501GD10096,1,9,0,18,0,0,0,4,0,0,1,1,15,1,25,5,1796,1,4,-1,-1
200501GD10096,2,9,0,2,0,0,0,0,0,0,3,1,15,1,49,8,1388,1,1,-1,-1
200501GD10096,3,9,0,2,0,0,0,0,0,0,2,1,15,1,30,6,-1,-1,-1,-1,-1
200501GD10097,1,9,0,4,0,0,0,0,0,0,2,1,15,1,40,7,1396,1,13,6,1
200501GD10097,2,9,0,18,0,0,0,0,0,0,2,1,15,2,23,5,1198,1,3,1,1
200501GD10097,3,9,0,18,0,0,0,0,0,0,2,1,15,1,53,8,1998,1,10,3,1
200501GD10097,4,9,0,18,0,0,0,0,0,0,2,1,15,2,31,6,1796,1,3,-1,-1
200501GD10097,5,9,0,18,0,0,0,0,0,0,2,1,15,2,20,4,1242,1,1,-1,-1
200501GD10097,6,9,0,18,0,0,0,0,0,0,1,1,15,1,55,8,-1,-1,-1,4,1
200501GD10099,1,4,0,13,0,1,0,0,0,0,1,1,15,1,21,5,399,1,14,1,1
200501GD10101,1,9,0,18,0,0,0,0,0,0,1,1,15,2,54,8,1124,1,2,4,1
200501GD10102,1,9,0,18,0,8,0,0,0,0,3,1,15,1,38,7,1984,1,10,-1,-1
200501GD10102,2,9,0,9,0,8,0,0,0,0,3,1,15,2,23,5,1332,1,12,1,1
200501GD10103,1,9,0,18,0,2,0,0,0,0,1,1,15,1,19,4,1764,1,12,5,1
200501GD10103,2,9,0,18,0,1,0,0,0,0,1,1,15,1,44,7,1994,2,8,2,1
200501GD10103,3,9,0,2,0,2,0,0,0,0,0,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501GD10106,1,9,0,18,0,8,0,0,0,0,0,1,15,1,26,6,-1,-1,-1,-1,-1
200501GD10107,1,1,0,18,0,8,0,0,0,0,0,1,15,2,48,8,-1,-1,-1,2,1
200501GD10107,2,9,0,9,0,5,0,0,0,0,0,1,15,3,-1,-1,-1,-1,-1,-1,-1
200501GD10108,1,11,0,4,0,1,0,0,0,0,0,1,1,1,30,6,8268,2,2,-1,-1
200501GD10109,1,19,0,18,0,1,0,0,0,0,1,1,15,1,48,8,1896,2,12,4,1
200501GD10110,1,9,0,2,0,0,0,0,0,0,3,1,15,2,40,7,1598,1,1,1,1
200501GD10110,2,1,0,18,0,0,0,0,0,0,1,1,15,2,-1,-1,-1,-1,-1,2,1
200501GD10111,1,9,0,18,0,1,0,10,1,10,4,1,15,2,42,7,998,1,4,-1,-1
200501GD10112,1,9,0,18,0,2,0,0,0,0,1,1,15,2,-1,-1,1998,1,7,2,1
200501GD10113,1,9,0,4,0,8,0,0,0,0,4,1,15,1,39,7,1597,1,12,4,1
200501GD10113,2,3,0,5,0,8,0,0,0,0,1,1,15,1,25,5,124,1,2,-1,-1
200501GD10114,1,9,0,3,0,8,0,0,0,0,2,1,15,1,46,8,-1,-1,-1,-1,-1
200501GD10114,2,9,0,5,0,8,0,0,0,0,1,1,15,1,29,6,-1,-1,-1,2,1
200501GD10115,1,9,0,18,0,0,0,0,0,0,0,1,15,1,23,5,-1,-1,-1,4,1
200501GD10115,2,21,0,18,0,0,0,0,0,0,1,1,15,1,50,8,4250,2,7,5,1
200501GD10116,1,9,0,18,0,8,0,0,0,0,1,1,15,1,34,6,-1,-1,-1,3,1
200501GD10117,1,11,0,18,0,1,0,0,0,0,0,1,1,1,46,8,8268,2,2,5,1
200501GD10117,2,9,0,7,0,8,0,0,0,0,0,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501GD10118,1,9,0,9,0,1,0,0,0,0,4,1,15,3,-1,-1,-1,-1,-1,-1,-1
200501GD10119,1,3,0,18,0,8,0,0,0,0,1,1,15,1,24,5,100,1,6,-1,-1
200501GD10119,2,9,0,9,0,8,0,0,0,0,3,1,15,1,33,6,4163,1,1,2,1
200501GD10121,1,9,0,18,0,1,0,0,0,0,1,1,15,1,46,8,1896,2,8,2,1
200501GD10121,2,9,0,9,0,1,0,0,0,0,3,1,15,1,33,6,1108,1,11,1,1
200501GD10122,1,9,0,18,0,1,0,0,0,0,1,1,15,3,-1,-1,1997,2,5,-1,-1
200501GD10122,2,1,0,18,0,1,0,0,0,0,3,1,15,1,38,7,-1,-1,-1,-1,-1
200501GD10123,1,9,0,7,0,2,1,10,1,10,1,1,15,2,36,7,1275,1,11,1,1
200501GD10124,1,9,0,18,0,0,0,0,0,0,4,1,15,1,39,7,-1,-1,-1,4,1
200501GD10124,2,11,0,12,0,0,0,0,0,0,3,1,1,1,48,8,-1,-1,-1,2,1
200501GD10125,1,9,0,13,0,1,0,0,0,0,1,1,15,1,45,7,1389,1,1,3,1
200501GD10126,1,9,0,18,0,8,0,0,0,0,3,1,15,1,45,7,2835,2,-1,4,1
200501GD10126,2,9,0,9,0,8,0,0,0,0,1,1,15,1,-1,-1,1391,1,12,-1,-1
200501GD10127,1,8,0,9,0,8,0,0,0,0,1,1,15,1,40,7,2664,2,14,7,1
200501GD10127,2,3,0,15,0,8,1,0,0,0,3,1,15,1,24,5,85,1,9,-1,-1
200501GD10128,1,9,0,18,0,3,1,0,0,0,1,1,15,1,21,5,-1,-1,-1,1,1
200501GD10128,2,9,0,2,0,3,0,0,0,0,2,1,15,1,27,6,-1,-1,-1,-1,-1
200501GD10128,3,9,0,2,0,3,0,0,0,0,2,1,15,1,35,6,1396,1,13,2,1
200501GD10129,1,5,0,13,0,8,0,0,0,0,1,1,15,1,25,5,1000,1,7,8,1
200501GD10129,2,9,0,9,0,7,0,0,0,0,3,1,15,1,36,7,1587,1,2,2,1
200501GD10131,1,3,0,18,0,1,0,0,0,0,1,1,15,1,17,4,125,1,2,1,1
200501GD10131,2,9,0,4,0,1,0,0,0,0,2,1,15,1,-1,-1,-1,-1,-1,-1,-1
200501GD10132,1,3,0,7,0,8,0,0,0,0,2,1,15,1,34,6,124,1,3,1,1
200501GD10132,2,9,0,18,0,8,0,0,0,0,1,1,15,2,50,8,1590,1,11,9,1
200501GD10133,1,9,0,6,0,1,0,0,0,0,3,1,15,1,27,6,1800,1,6,2,1
200501GD10133,2,4,0,18,0,1,0,0,0,0,4,1,15,1,39,7,-1,-1,-1,7,1
200501GD10134,1,5,0,18,0,0,0,10,1,10,3,1,15,1,46,8,988,1,3,3,1
200501GD10135,1,3,0,18,0,1,0,0,0,0,3,1,15,2,22,5,85,1,6,2,1
200501GD10135,2,9,0,9,0,1,0,0,0,0,4,1,15,1,49,8,1896,2,8,2,1
200501GD10136,1,3,0,18,0,1,0,0,0,0,3,1,15,1,22,5,85,1,9,1,1
200501GD10136,2,9,0,9,0,1,0,0,0,0,1,1,15,3,-1,-1,-1,-1,-1,-1,-1
200501GD10137,1,9,0,1,0,1,0,0,0,0,4,1,15,2,45,7,1124,1,7,3,1
200501GD10137,2,9,0,1,0,1,0,0,0,0,3,1,15,1,42,7,1994,2,9,1,1
200501GD10138,1,9,0,18,0,1,0,0,0,0,4,1,15,1,47,8,-1,-1,-1,-1,-1
200501GD10139,1,1,0,18,0,8,0,0,0,0,1,1,15,2,26,6,-1,-1,-1,7,3
200501GD10139,2,9,0,9,0,8,0,0,0,0,4,1,15,2,-1,-1,1998,1,8,1,1
200501GD10140,1,4,0,18,0,0,0,0,0,0,1,1,15,1,28,6,400,1,14,-1,-1
200501GD10141,1,20,1,3,0,1,0,0,0,0,2,1,15,1,41,7,5861,2,8,3,1
200501GD10141,2,9,0,3,0,1,0,0,0,0,2,1,15,1,40,7,1988,1,11,2,1
200501GD10141,3,21,4,4,0,1,0,0,0,0,1,1,15,1,33,6,-1,-1,-1,1,1
200501GD10143,1,11,0,3,0,8,0,0,0,0,1,1,1,1,35,6,5900,2,5,4,1
200501GD10143,2,9,0,4,0,8,0,0,0,0,2,1,15,1,39,7,1997,1,7,4,1
200501GD10143,3,9,0,18,0,8,0,0,0,0,1,1,15,1,-1,-1,1242,1,9,-1,-1
200501GD10144,1,9,0,4,0,8,0,0,0,0,2,1,15,1,38,7,998,1,11,3,1
200501GD10144,2,19,0,18,0,8,0,0,0,0,1,1,15,1,48,8,-1,-1,-1,-1,-1
200501GD10145,1,9,0,18,0,0,0,0,0,0,1,1,15,2,40,7,-1,-1,-1,-1,-1
200501GD10146,1,9,0,18,0,0,0,0,0,0,1,1,15,1,34,6,-1,-1,-1,3,1
200501GD10146,2,21,0,2,0,0,0,0,0,0,2,1,15,1,-1,-1,-1,2,8,-1,-1
200501GD10148,1,9,0,18,0,0,0,0,0,0,1,1,15,1,56,9,1396,1,8,1,1
200501GD10150,1,9,0,9,0,1,0,0,0,0,1,1,15,1,51,8,1753,2,7,3,1
200501GD10150,2,9,0,9,0,1,0,0,0,0,1,1,15,1,69,10,1762,1,5,4,1
200501GD10151,1,1,0,18,0,1,0,0,0,0,3,1,15,2,37,7,-1,-1,-1,1,1
200501GD10151,2,9,0,18,0,1,0,0,0,0,4,1,15,1,48,8,1998,1,7,1,1
200501GD10152,1,9,0,18,0,1,0,0,0,0,2,1,15,2,39,7,1985,1,7,2,1
200501GD10152,2,9,0,18,0,1,0,0,0,0,1,1,15,3,-1,-1,1762,1,9,-1,-1
200501GD10155,1,9,0,18,0,8,1,0,0,0,1,1,15,1,34,6,1995,2,1,3,1
200501GD10155,2,9,0,9,0,8,0,0,0,0,3,-1,15,1,-1,-1,-1,-1,-1,-1,-1
200501GD10155,3,9,0,2,0,8,0,0,0,0,3,-1,15,1,-1,-1,-1,-1,-1,-1,-1
200501GD10156,1,9,0,18,0,0,0,0,0,0,2,1,15,1,28,6,1341,1,9,3,1
200501GD10156,2,9,0,18,0,0,0,0,0,0,1,1,15,2,-1,-1,-1,-1,-1,-1,-1
200501GD10157,1,9,0,18,0,1,0,0,0,0,3,1,15,2,24,5,-1,-1,-1,-1,-1
200501GD10159,1,9,0,18,0,8,0,0,0,0,1,1,15,1,40,7,-1,-1,-1,-1,-1
200501GD10159,2,9,0,18,0,8,0,0,0,0,1,1,15,1,-1,-1,1998,1,12,-1,-1
200501GD10160,1,2,0,18,0,8,0,0,0,0,4,1,15,1,33,6,-1,-1,-1,3,1
200501GD10160,2,9,0,9,0,8,0,0,0,0,1,1,15,1,52,8,-1,-1,-1,-1,-1
200501GD10161,1,9,0,18,0,8,0,0,0,0,1,1,15,1,41,7,1597,1,8,1,1
200501GD10161,2,9,0,9,0,8,0,0,0,0,4,1,15,2,29,6,1896,2,6,1,1
200501GD10162,1,19,0,7,0,8,0,0,0,0,4,1,15,1,70,10,2402,2,3,1,1
